device,date,role,control_class,stress_result,normal_explanation_pressure,composite_layer_count_6,strong_layer_count_6,bounded_composite_score,cluster_core_40b,triald_direct_42b43,trust_lineage_supported_43,backup_manifest_supported_44,proximity_or_cloud_context_45,cloud_separation_needed_45,evidence_pressure_supported_46,final_tier_40b,support_class_40b,trust_lineage_verdict_43,backup_manifest_verdict_44,proximity_cloud_verdict_45,evidence_suppression_verdict_46,raw_total_axis_hits_40b,raw_trial_ab_40b,raw_cloud_trust,raw_policy_restriction,raw_backup_manifest,raw_telecom_wifi_proximity,raw_evidence_pressure,raw_lateral_trust,claim_boundary
CONTROL_OR_GENERIC_EXTERNAL,2025-08-04,GENERIC_EXTERNAL_LABEL_WEAK,GENERIC_LABEL_NOT_VALID_CONTROL,CONTROL_PASSES_NO_CLUSTER_DENSITY,LOW,0,0,0.0,NO,NO,NO,NO,NO,NO,NO,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,E_NO_TRUST_LINEAGE_DECISION,E_NO_BACKUP_MANIFEST_SHADOW,E_NO_PROXIMITY_CLOUD_DECISION,E_NO_EVIDENCE_SUPPRESSION_DECISION,0,0,0,0,0,0,0,0,control_stress_on_local_artifact_summaries_not_clean_population_proof
LOW_EXPOSURE_IPAD,2025-08-04,USER_CLUSTER_SUPPORT,CONTROL_OR_LOW_EXPOSURE_CANDIDATE,CONTROL_PASSES_NO_CLUSTER_DENSITY,LOW,0,0,0.0,NO,NO,NO,NO,NO,NO,NO,D_CSV_ONLY_NOT_DECISION,CSV_ONLY_WEAK_RESULT_ECHO,E_NO_TRUST_LINEAGE_DECISION,E_NO_BACKUP_MANIFEST_SHADOW,E_NO_PROXIMITY_CLOUD_DECISION,E_NO_EVIDENCE_SUPPRESSION_DECISION,0,0,0,0,0,0,0,0,control_stress_on_local_artifact_summaries_not_clean_population_proof
