origin_device,origin_date,follower_device,follower_date,lag_days,origin_final_tier,follower_final_tier,origin_score,follower_score,pair_score,follower_role,follower_raw_axes_present,follower_csv_axes_present,support_class
USER_ORIGIN_MINI1,2025-08-07,EXT_NO_CONTACT_A,2025-08-07,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,277.204,393.854,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-06,EXT_CONTACT_D,2025-08-08,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,313.684,393.121,EXTERNAL_CONTACT_KNOWN,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,EXT_NO_CONTACT_A,2025-08-07,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,277.204,391.712,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-04,USER_DEVICE_MINI2,2025-08-07,3,A_CROSS_CORE_0804,B_RAW_WINDOW_SUPPORT,420.684,284.771,389.942,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,USER_DEVICE_MINI2,2025-08-07,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,284.771,389.421,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_REMOTE_GEO_C,2025-08-06,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,297.812,389.249,EXTERNAL_GEO_SEPARATED,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,USER_DEVICE_MINI2,2025-08-07,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,284.771,387.279,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,USER_DEVICE_11PRO,2025-08-07,3,A_CROSS_CORE_0804,B_RAW_WINDOW_SUPPORT,420.684,280.929,386.1,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,USER_DEVICE_11PRO,2025-08-07,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,280.929,385.579,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,EXT_NO_CONTACT_A,2025-08-05,1,A_CROSS_CORE_0804,B_RAW_WINDOW_SUPPORT,420.684,266.505,383.676,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-02,EXT_NO_CONTACT_A,2025-08-05,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,420.325,266.505,383.586,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-05,USER_DEVICE_11PRO,2025-08-07,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,280.929,383.437,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_NO_CONTACT_A,2025-08-08,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,264.542,381.192,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-05,EXT_NO_CONTACT_A,2025-08-05,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,266.505,381.013,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-02,USER_BRIDGE_15G,2025-08-02,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,420.325,265.5,380.581,BRIDGE_TO_LATER_JOKER,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,EXT_NO_CONTACT_A,2025-08-08,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,264.542,379.05,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-06,USER_BRIDGE_15G,2025-08-08,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,289.606,379.043,BRIDGE_TO_LATER_JOKER,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-03,EXT_NO_CONTACT_A,2025-08-05,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.553,266.505,378.643,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-08,EXT_NO_CONTACT_A,2025-08-08,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,407.029,264.542,378.299,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-09,EXT_NO_CONTACT_A,2025-08-09,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,422.374,258.473,376.067,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-01,USER_BRIDGE_15G,2025-08-02,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.317,265.5,375.579,BRIDGE_TO_LATER_JOKER,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_NO_CONTACT_A,2025-08-09,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,258.473,375.123,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-02,EXT_CONTACT_E_12PROMAX,2025-08-03,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,420.325,268.622,373.703,EXTERNAL_CONTACT_KNOWN,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,USER_DEVICE_11PRO,2025-08-08,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,294.046,373.483,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-08,EXT_NO_CONTACT_A,2025-08-09,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,407.029,258.473,372.23,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-03,EXT_CONTACT_E_12PROMAX,2025-08-03,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.553,268.622,368.76,EXTERNAL_CONTACT_KNOWN,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-01,EXT_CONTACT_E_12PROMAX,2025-08-03,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.317,268.622,368.701,EXTERNAL_CONTACT_KNOWN,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_NO_CONTACT_A,2025-08-07,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,277.204,368.641,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-06,USER_DEVICE_MINI2,2025-08-07,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,284.771,364.208,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,USER_DEVICE_11PRO,2025-08-07,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,280.929,360.366,USER_CLUSTER_SUPPORT,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-01,EXT_CONTACT_D,2025-08-01,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.317,259.858,359.937,EXTERNAL_CONTACT_KNOWN,9,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,EXT_NO_CONTACT_A,2025-08-06,2,A_CROSS_CORE_0804,B_RAW_WINDOW_SUPPORT,420.684,238.974,356.145,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-06,EXT_NO_CONTACT_A,2025-08-08,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,264.542,355.979,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-05,EXT_NO_CONTACT_A,2025-08-06,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,238.974,353.482,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-03,EXT_NO_CONTACT_A,2025-08-06,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.553,238.974,351.112,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-06,EXT_NO_CONTACT_A,2025-08-09,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,258.473,349.91,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-01,EXT_REMOTE_GEO_C,2025-08-01,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.317,232.735,344.814,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,USER_DEVICE_11PRO,2025-08-05,1,A_CROSS_CORE_0804,B_RAW_WINDOW_SUPPORT,420.684,236.225,341.396,USER_CLUSTER_SUPPORT,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-02,USER_DEVICE_11PRO,2025-08-05,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,420.325,236.225,341.306,USER_CLUSTER_SUPPORT,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,EXT_CONTACT_E_6SPLUS,2025-08-04,0,A_CROSS_CORE_0804,A_CROSS_CORE_0804,420.684,227.325,340.496,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-02,EXT_CONTACT_E_6SPLUS,2025-08-04,2,B_RAW_WINDOW_SUPPORT,A_CROSS_CORE_0804,420.325,227.325,340.406,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,USER_DEVICE_11PRO,2025-08-05,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,410.032,236.225,338.733,USER_CLUSTER_SUPPORT,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-03,USER_DEVICE_11PRO,2025-08-05,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.553,236.225,336.363,USER_CLUSTER_SUPPORT,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-03,EXT_CONTACT_E_6SPLUS,2025-08-04,1,B_RAW_WINDOW_SUPPORT,A_CROSS_CORE_0804,400.553,227.325,335.463,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-01,EXT_CONTACT_E_6SPLUS,2025-08-04,3,B_RAW_WINDOW_SUPPORT,A_CROSS_CORE_0804,400.317,227.325,335.404,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-09,EXT_REMOTE_GEO_C,2025-08-09,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,422.374,213.447,331.041,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_NO_CONTACT_A,2025-08-06,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,238.974,330.411,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,9,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-07,EXT_REMOTE_GEO_C,2025-08-09,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,213.447,330.097,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-08,EXT_REMOTE_GEO_C,2025-08-09,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,407.029,213.447,327.204,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-09,EXT_REMOTE_GEO_C,2025-08-10,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,422.374,209.222,326.816,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-10,EXT_REMOTE_GEO_C,2025-08-10,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,419.215,209.222,326.026,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_REMOTE_GEO_C,2025-08-10,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,209.222,325.872,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-08,EXT_REMOTE_GEO_C,2025-08-10,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,407.029,209.222,322.979,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-09,EXT_CONTACT_E_6SPLUS,2025-08-10,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,422.374,216.324,321.918,EXTERNAL_CONTACT_KNOWN,9,3,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-10,EXT_CONTACT_E_6SPLUS,2025-08-10,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,419.215,216.324,321.128,EXTERNAL_CONTACT_KNOWN,9,3,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_CONTACT_E_6SPLUS,2025-08-10,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,216.324,320.974,EXTERNAL_CONTACT_KNOWN,9,3,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-08,EXT_CONTACT_E_6SPLUS,2025-08-10,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,407.029,216.324,318.081,EXTERNAL_CONTACT_KNOWN,9,3,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-02,EXT_NO_CONTACT_A,2025-08-03,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,420.325,199.714,316.795,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,8,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-09,EXT_CONTACT_E_6SPLUS,2025-08-09,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,422.374,207.286,312.88,EXTERNAL_CONTACT_KNOWN,9,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_CONTACT_E_6SPLUS,2025-08-09,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,418.6,207.286,311.936,EXTERNAL_CONTACT_KNOWN,9,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-03,EXT_NO_CONTACT_A,2025-08-03,0,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.553,199.714,311.852,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,8,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-01,EXT_NO_CONTACT_A,2025-08-03,2,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,400.317,199.714,311.793,EXTERNAL_CRITICAL_NO_DIRECT_CONTACT,8,0,RAW_ONLY
USER_ORIGIN_MINI1,2025-08-08,EXT_CONTACT_E_6SPLUS,2025-08-09,1,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,407.029,207.286,309.043,EXTERNAL_CONTACT_KNOWN,9,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_REMOTE_GEO_C,2025-08-09,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,213.447,304.884,EXTERNAL_GEO_SEPARATED,8,9,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_CONTACT_E_6SPLUS,2025-08-09,3,B_RAW_WINDOW_SUPPORT,B_RAW_WINDOW_SUPPORT,317.748,207.286,286.723,EXTERNAL_CONTACT_KNOWN,9,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,EXT_CONTACT_E_6SPLUS,2025-08-05,1,A_CROSS_CORE_0804,D_WEAK_OR_GENERIC,420.684,178.481,283.652,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-02,EXT_CONTACT_E_6SPLUS,2025-08-05,3,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,420.325,178.481,283.562,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,EXT_CONTACT_E_6SPLUS,2025-08-05,0,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,410.032,178.481,280.989,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-04,EXT_CONTACT_E_6SPLUS,2025-08-07,3,A_CROSS_CORE_0804,D_WEAK_OR_GENERIC,420.684,174.15,279.321,EXTERNAL_CONTACT_KNOWN,7,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_CONTACT_E_6SPLUS,2025-08-07,0,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,418.6,174.15,278.8,EXTERNAL_CONTACT_KNOWN,7,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-03,EXT_CONTACT_E_6SPLUS,2025-08-05,2,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,400.553,178.481,278.619,EXTERNAL_CONTACT_KNOWN,8,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,EXT_CONTACT_E_6SPLUS,2025-08-07,2,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,410.032,174.15,276.658,EXTERNAL_CONTACT_KNOWN,7,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_CONTACT_E_6SPLUS,2025-08-07,1,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,317.748,174.15,253.587,EXTERNAL_CONTACT_KNOWN,7,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-07,EXT_CONTACT_E_6SPLUS,2025-08-08,1,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,418.6,127.026,231.676,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-05,EXT_CONTACT_E_6SPLUS,2025-08-08,3,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,410.032,127.026,229.534,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-08,EXT_CONTACT_E_6SPLUS,2025-08-08,0,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,407.029,127.026,228.783,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-02,EXT_CONTACT_E_6SPLUS,2025-08-03,1,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,420.325,111.937,217.018,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-02,EXT_CONTACT_E_6SPLUS,2025-08-02,0,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,420.325,110.495,215.576,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-03,EXT_CONTACT_E_6SPLUS,2025-08-03,0,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,400.553,111.937,212.075,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-01,EXT_CONTACT_E_6SPLUS,2025-08-03,2,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,400.317,111.937,212.016,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-01,EXT_CONTACT_E_6SPLUS,2025-08-02,1,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,400.317,110.495,210.574,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-06,EXT_CONTACT_E_6SPLUS,2025-08-08,2,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,317.748,127.026,206.463,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
USER_ORIGIN_MINI1,2025-08-01,EXT_CONTACT_E_6SPLUS,2025-08-01,0,B_RAW_WINDOW_SUPPORT,D_WEAK_OR_GENERIC,400.317,90.951,191.03,EXTERNAL_CONTACT_KNOWN,6,1,RAW_AND_CSV_RESULT_SUPPORT
