path,size_bytes,sha256
evidence-index/48_final_seal/06_claim_boundary_final.csv,1922,ac97dd902d9d223133974ceecd126e731250207e0dc38b7f8dda92f877884eaa
evidence-index/48_final_seal/07_next_steps_after_48.csv,456,c5dbfcd9718cc273d822850deda0ca038714fb3ca7b33ee22c18317e793bb1c3
evidence-index/48_final_seal/08_README_VERDICT.txt,1969,5e18dc95984aa7655bab1b56f9899a2f92342452eeb50e99fd20424c5ac6d8cc
machine/DEVICE_ALIAS_MAP_PUBLIC.csv,1268,68bd931645fd574c53af82c728d481d87e4234c21a06eea885d6c34ae0fe0858
machine/DEVICE_ALIAS_MAP_PUBLIC.json,2294,b223ff16145ff4728a0041af076ae1c7362574abc4a53658ec0dbac7c7e6efd9
machine/FINAL_PUBLIC_SUMMARY.json,2544,01b8e08a2d04f0c6500d6f67cc9709aadfad057e83ac7f2c2f1e9b99a2a35258
scripts/40b_c2025aug_39a39b_cross_strict.py,24140,792be5a8db2fcc61fad2d98e5c587f0e9bc77d0b22d3cff396773268748056e0
scripts/42_trial_ab_cohort_source_review.py,29229,d5da3855b1bd44acb7000c42ccc8cbe9a153cbedc9717c4e5b041dfec6b3b1f6
scripts/42b_triald_direct_only_source_time_review.py,24843,64c8efa5fe967423d3bdc72318e1e78792a1538843877a941b618776c6959809
scripts/43_trust_graph_lineage_review.py,24313,5454286bb509cc7d751415418906715acf948ab5d14a474d325b965ecde4ec8c
scripts/44_backup_manifest_inheritance_review.py,27115,bf6a2c68f32468a1aca004d00aa6d37a9a96016962beaa98715652c0deb7c9f5
scripts/45_proximity_vs_cloud_separation_review.py,30432,33f0b8d9fa83e48031fa3b800072f30f51b8f7bb123964b7ffc8f3817f5b2625
scripts/46_evidence_preservation_suppression_review.py,27610,3b222acbd9e9f14f2ee932bf74c1c6e4c3022ebe3783c4520eb6d32cdfbd0a8b
scripts/47_normal_control_stress_test_review.py,25652,48ae68193a1b3547eb47f3984e48b63eb70cc94b1aa8eafeb215b4b7a7b395f0
scripts/48_lateral_cluster_ab_final_seal.py,29899,81c66b78c20433a0e7bb7e7348b4acc2cd51ad031347eb0e6f3b6bcbf7f2f664
scripts/run_40_c2025aug_39b_strict_review.bat,310,913f809e98ab644ef5a67d55e81b823368b62485fe0b89065e292929115b207e
scripts/run_42_trial_ab_cohort_source_review.bat,615,818ed010332f887c86b78c4a3a0b05f7a8bf43f3968bce7426c29099ebf58c17
scripts/run_42b_triald_direct_only_source_time_review.bat,754,ba22f5617ea3c6c6abf90af1b7f9f00652d19ca1c0854a625c3c0c7033624c82
scripts/run_43_trust_graph_lineage_review.bat,658,005cbe2db184a5048a68a3864a58731d05ef0c44dbabca9e1d6960af7922b153
scripts/run_44_backup_manifest_inheritance_review.bat,632,a6cef4f4240e106c0b48535d2218be613553164ebeae930016771c80a6ac7964
scripts/run_45_proximity_vs_cloud_separation_review.bat,842,515542988e10fd47982e6ad2a437477ab9e3556e80e2c9c3457e6657ff8a9b65
scripts/run_46_evidence_preservation_suppression_review.bat,983,78fb98e2152c630fb00b79b68fbe833be8769211627a5fc6aa642abbea437b4d
scripts/run_47_normal_control_stress_test_review.bat,722,f6aa1f369aa200abd781bfb692d514b924d0c57418c67b7081b9bda969cf8a3f
scripts/run_48_lateral_cluster_ab_final_seal.bat,805,8e5facfcfc195271929376d3d3a05b8c567eb54b2801e163b0b40d382c77158e
source-package-hashes/SOURCE_PACKAGE_HASH_REGISTER.csv,2093,4db6448e1dda0f786fa6e391207b358a7f76d6d7fa2258c70d5bf20ba7eace54
source-package-hashes/SOURCE_PACKAGE_HASH_REGISTER.json,3815,6fc0a43a05b791d645758af74ffefa07ae578e7ec9d9253714a0217719a1e9a3
